y,x,street_count,highway,ref,geometry
-12.0142242,-77.0483268,1,N/A,N/A,POINT (-77.0483268 -12.0142242)
-11.9981875,-77.0486846,3,N/A,N/A,POINT (-77.0486846 -11.9981875)
-11.9776715,-77.053657,3,N/A,N/A,POINT (-77.053657 -11.9776715)
-12.0138375,-77.0483015,4,N/A,N/A,POINT (-77.0483015 -12.0138375)
-11.9983379,-77.0502663,4,N/A,N/A,POINT (-77.0502663 -11.9983379)
-11.9791698,-77.057593,4,N/A,N/A,POINT (-77.057593 -11.9791698)
-11.9784416,-77.056754,3,N/A,N/A,POINT (-77.056754 -11.9784416)
-11.9797714,-77.0579412,3,N/A,N/A,POINT (-77.0579412 -11.9797714)
-11.9783132,-77.058302,4,N/A,N/A,POINT (-77.058302 -11.9783132)
-11.9801488,-77.0589253,3,N/A,N/A,POINT (-77.0589253 -11.9801488)
-11.9785383,-77.0571149,4,N/A,N/A,POINT (-77.0571149 -11.9785383)
-11.9786047,-77.056707,3,N/A,N/A,POINT (-77.056707 -11.9786047)
-11.9777709,-77.0589885,3,N/A,N/A,POINT (-77.0589885 -11.9777709)
-11.979105,-77.0555512,4,N/A,N/A,POINT (-77.0555512 -11.979105)
-11.977569,-77.0579887,3,N/A,N/A,POINT (-77.0579887 -11.977569)
-11.9792359,-77.0556977,3,N/A,N/A,POINT (-77.0556977 -11.9792359)
-11.976481,-77.0568716,3,N/A,N/A,POINT (-77.0568716 -11.976481)
-11.9777414,-77.0588605,3,N/A,N/A,POINT (-77.0588605 -11.9777414)
-11.9778728,-77.0594309,3,N/A,N/A,POINT (-77.0594309 -11.9778728)
-11.9800352,-77.0589523,3,N/A,N/A,POINT (-77.0589523 -11.9800352)
-11.9779549,-77.0568942,3,N/A,N/A,POINT (-77.0568942 -11.9779549)
-11.976023,-77.0552281,3,N/A,N/A,POINT (-77.0552281 -11.976023)
-11.9799066,-77.058444,3,N/A,N/A,POINT (-77.058444 -11.9799066)
-11.9792877,-77.0580609,4,N/A,N/A,POINT (-77.0580609 -11.9792877)
-11.978158,-77.0562034,3,N/A,N/A,POINT (-77.0562034 -11.978158)
-11.977651,-77.0584658,3,N/A,N/A,POINT (-77.0584658 -11.977651)
-11.9772153,-77.0560828,3,N/A,N/A,POINT (-77.0560828 -11.9772153)
-11.9797376,-77.0574526,4,N/A,N/A,POINT (-77.0574526 -11.9797376)
-11.9781987,-77.0578279,4,N/A,N/A,POINT (-77.0578279 -11.9781987)
-11.9789736,-77.0566037,3,N/A,N/A,POINT (-77.0566037 -11.9789736)
-11.9794648,-77.0568391,4,N/A,N/A,POINT (-77.0568391 -11.9794648)
-11.9790244,-77.0569702,3,N/A,N/A,POINT (-77.0569702 -11.9790244)
-11.9789608,-77.0547001,4,N/A,N/A,POINT (-77.0547001 -11.9789608)
-11.9784344,-77.0588187,3,N/A,N/A,POINT (-77.0588187 -11.9784344)
-11.9777959,-77.0563101,3,N/A,N/A,POINT (-77.0563101 -11.9777959)
-11.9772366,-77.0589853,3,N/A,N/A,POINT (-77.0589853 -11.9772366)
-11.9790484,-77.0591736,3,N/A,N/A,POINT (-77.0591736 -11.9790484)
-11.9788736,-77.0547732,3,N/A,N/A,POINT (-77.0547732 -11.9788736)
-11.9786817,-77.0576977,3,N/A,N/A,POINT (-77.0576977 -11.9786817)
-11.979368,-77.0564912,3,N/A,N/A,POINT (-77.0564912 -11.979368)
-11.9780495,-77.057242,4,N/A,N/A,POINT (-77.057242 -11.9780495)
-11.9784442,-77.056119,3,N/A,N/A,POINT (-77.056119 -11.9784442)
-11.9789157,-77.0587009,3,N/A,N/A,POINT (-77.0587009 -11.9789157)
-11.9779717,-77.0558519,3,N/A,N/A,POINT (-77.0558519 -11.9779717)
-11.9779432,-77.059531,3,N/A,N/A,POINT (-77.059531 -11.9779432)
-11.976559,-77.0576652,3,N/A,N/A,POINT (-77.0576652 -11.976559)
-11.9779307,-77.0594286,3,N/A,N/A,POINT (-77.0594286 -11.9779307)
-11.9796377,-77.0574768,4,N/A,N/A,POINT (-77.0574768 -11.9796377)
-11.9787131,-77.0556552,3,N/A,N/A,POINT (-77.0556552 -11.9787131)
-11.9776949,-77.0559389,3,N/A,N/A,POINT (-77.0559389 -11.9776949)
-11.9762267,-77.0559541,3,N/A,N/A,POINT (-77.0559541 -11.9762267)
-11.9788108,-77.056011,3,N/A,N/A,POINT (-77.056011 -11.9788108)
-11.9794148,-77.058567,3,N/A,N/A,POINT (-77.058567 -11.9794148)
-11.9783157,-77.0567903,3,N/A,N/A,POINT (-77.0567903 -11.9783157)
-11.9773587,-77.0594271,3,N/A,N/A,POINT (-77.0594271 -11.9773587)
-11.9763165,-77.0563321,3,N/A,N/A,POINT (-77.0563321 -11.9763165)
-11.9798612,-77.0579001,3,N/A,N/A,POINT (-77.0579001 -11.9798612)
-11.9769625,-77.0601736,3,N/A,N/A,POINT (-77.0601736 -11.9769625)
-11.9851675,-77.0632756,3,N/A,N/A,POINT (-77.0632756 -11.9851675)
-11.9888565,-77.0640729,3,N/A,N/A,POINT (-77.0640729 -11.9888565)
-11.9772253,-77.062969,4,N/A,N/A,POINT (-77.062969 -11.9772253)
-11.9864943,-77.0642045,3,N/A,N/A,POINT (-77.0642045 -11.9864943)
-11.9870129,-77.0643423,3,N/A,N/A,POINT (-77.0643423 -11.9870129)
-11.9850755,-77.0643984,3,N/A,N/A,POINT (-77.0643984 -11.9850755)
-11.9853375,-77.0643532,3,N/A,N/A,POINT (-77.0643532 -11.9853375)
-11.978671,-77.0653589,3,N/A,N/A,POINT (-77.0653589 -11.978671)
-11.98427,-77.0575097,3,N/A,N/A,POINT (-77.0575097 -11.98427)
-11.9835958,-77.0534275,4,N/A,N/A,POINT (-77.0534275 -11.9835958)
-11.9873846,-77.0519716,1,N/A,N/A,POINT (-77.0519716 -11.9873846)
-11.9845173,-77.0566341,3,N/A,N/A,POINT (-77.0566341 -11.9845173)
-11.9867483,-77.0551741,3,N/A,N/A,POINT (-77.0551741 -11.9867483)
-11.9769893,-77.0553362,4,N/A,N/A,POINT (-77.0553362 -11.9769893)
-11.9874758,-77.0560164,3,N/A,N/A,POINT (-77.0560164 -11.9874758)
-11.9876107,-77.0549514,3,N/A,N/A,POINT (-77.0549514 -11.9876107)
-11.9811033,-77.0540896,4,N/A,N/A,POINT (-77.0540896 -11.9811033)
-11.9885799,-77.0542774,3,N/A,N/A,POINT (-77.0542774 -11.9885799)
-11.9806484,-77.0572087,3,N/A,N/A,POINT (-77.0572087 -11.9806484)
-11.9878265,-77.0541665,4,N/A,N/A,POINT (-77.0541665 -11.9878265)
-11.9868904,-77.0539279,3,N/A,N/A,POINT (-77.0539279 -11.9868904)
-11.9844467,-77.0547416,3,N/A,N/A,POINT (-77.0547416 -11.9844467)
-11.9847248,-77.0557387,3,N/A,N/A,POINT (-77.0557387 -11.9847248)
-11.9834424,-77.0565984,3,N/A,N/A,POINT (-77.0565984 -11.9834424)
-11.9865967,-77.0546376,3,N/A,N/A,POINT (-77.0546376 -11.9865967)
-11.9815913,-77.056645,3,N/A,N/A,POINT (-77.056645 -11.9815913)
-11.9856122,-77.0538117,3,N/A,N/A,POINT (-77.0538117 -11.9856122)
-11.9771691,-77.0544854,3,N/A,N/A,POINT (-77.0544854 -11.9771691)
-11.9800069,-77.0566093,4,N/A,N/A,POINT (-77.0566093 -11.9800069)
-11.9888297,-77.056246,3,N/A,N/A,POINT (-77.056246 -11.9888297)
-11.9819689,-77.0538296,3,N/A,N/A,POINT (-77.0538296 -11.9819689)
-11.9768734,-77.0508494,3,N/A,N/A,POINT (-77.0508494 -11.9768734)
-11.9815158,-77.0556157,3,N/A,N/A,POINT (-77.0556157 -11.9815158)
-11.9867629,-77.0534895,4,N/A,N/A,POINT (-77.0534895 -11.9867629)
-11.9842984,-77.0558783,3,N/A,N/A,POINT (-77.0558783 -11.9842984)
-11.9886127,-77.0535413,1,N/A,N/A,POINT (-77.0535413 -11.9886127)
-11.9827438,-77.0574138,3,N/A,N/A,POINT (-77.0574138 -11.9827438)
-11.9844173,-77.056319,3,N/A,N/A,POINT (-77.056319 -11.9844173)
-11.9824288,-77.0580412,3,N/A,N/A,POINT (-77.0580412 -11.9824288)
-11.9887736,-77.0565745,3,N/A,N/A,POINT (-77.0565745 -11.9887736)
-11.9827604,-77.0558121,3,N/A,N/A,POINT (-77.0558121 -11.9827604)
-11.9862036,-77.0559413,3,N/A,N/A,POINT (-77.0559413 -11.9862036)
-11.975674,-77.0545092,4,N/A,N/A,POINT (-77.0545092 -11.975674)
-11.9810642,-77.0584372,3,N/A,N/A,POINT (-77.0584372 -11.9810642)
-11.9770123,-77.0513164,3,N/A,N/A,POINT (-77.0513164 -11.9770123)
-11.9791137,-77.0552481,3,N/A,N/A,POINT (-77.0552481 -11.9791137)
-11.9800987,-77.0587161,3,N/A,N/A,POINT (-77.0587161 -11.9800987)
-11.9781087,-77.0520166,4,N/A,N/A,POINT (-77.0520166 -11.9781087)
-11.985459,-77.0566477,3,N/A,N/A,POINT (-77.0566477 -11.985459)
-11.9883997,-77.0534298,3,N/A,N/A,POINT (-77.0534298 -11.9883997)
-11.9866386,-77.0530356,3,N/A,N/A,POINT (-77.0530356 -11.9866386)
-11.9864328,-77.0540575,3,N/A,N/A,POINT (-77.0540575 -11.9864328)
-11.9768993,-77.0549636,4,N/A,N/A,POINT (-77.0549636 -11.9768993)
-11.9845835,-77.0552927,3,N/A,N/A,POINT (-77.0552927 -11.9845835)
-11.9841254,-77.0553447,3,N/A,N/A,POINT (-77.0553447 -11.9841254)
-11.9879444,-77.0545176,4,N/A,N/A,POINT (-77.0545176 -11.9879444)
-11.9854611,-77.0533278,3,N/A,N/A,POINT (-77.0533278 -11.9854611)
-11.9759098,-77.0548642,3,N/A,N/A,POINT (-77.0548642 -11.9759098)
-11.9810043,-77.0563387,3,N/A,N/A,POINT (-77.0563387 -11.9810043)
-11.9777891,-77.054088,3,N/A,N/A,POINT (-77.054088 -11.9777891)
-11.9883258,-77.0547232,1,N/A,N/A,POINT (-77.0547232 -11.9883258)
-11.980154,-77.0554436,3,N/A,N/A,POINT (-77.0554436 -11.980154)
-11.9811267,-77.0541748,4,N/A,N/A,POINT (-77.0541748 -11.9811267)
-11.9866508,-77.0530864,3,N/A,N/A,POINT (-77.0530864 -11.9866508)
-11.9774434,-77.057422,3,N/A,N/A,POINT (-77.057422 -11.9774434)
-11.9782306,-77.0524771,3,N/A,N/A,POINT (-77.0524771 -11.9782306)
-11.9863689,-77.0528376,3,N/A,N/A,POINT (-77.0528376 -11.9863689)
-11.9807382,-77.055844,3,N/A,N/A,POINT (-77.055844 -11.9807382)
-11.9853189,-77.0545041,3,N/A,N/A,POINT (-77.0545041 -11.9853189)
-11.9853834,-77.0563737,3,N/A,N/A,POINT (-77.0563737 -11.9853834)
-11.984358,-77.0544166,3,N/A,N/A,POINT (-77.0544166 -11.984358)
-11.9765809,-77.057776,3,N/A,N/A,POINT (-77.057776 -11.9765809)
-11.976121,-77.0555809,3,N/A,N/A,POINT (-77.0555809 -11.976121)
-11.988059,-77.056402,3,N/A,N/A,POINT (-77.056402 -11.988059)
-11.9863285,-77.0563771,3,N/A,N/A,POINT (-77.0563771 -11.9863285)
-11.9772015,-77.0530481,3,N/A,N/A,POINT (-77.0530481 -11.9772015)
-11.9847651,-77.0533726,3,N/A,N/A,POINT (-77.0533726 -11.9847651)
-11.9854476,-77.0549547,3,N/A,N/A,POINT (-77.0549547 -11.9854476)
-11.9812073,-77.0570467,3,N/A,N/A,POINT (-77.0570467 -11.9812073)
-11.9784934,-77.0533955,3,N/A,N/A,POINT (-77.0533955 -11.9784934)
-11.9861796,-77.0522139,3,N/A,N/A,POINT (-77.0522139 -11.9861796)
-11.9876204,-77.0565298,4,N/A,N/A,POINT (-77.0565298 -11.9876204)
-11.9872373,-77.0535433,3,N/A,N/A,POINT (-77.0535433 -11.9872373)
-11.9820816,-77.055947,3,N/A,N/A,POINT (-77.055947 -11.9820816)
-11.9840931,-77.0534797,3,N/A,N/A,POINT (-77.0534797 -11.9840931)
-11.986985,-77.0523619,3,N/A,N/A,POINT (-77.0523619 -11.986985)
-11.9847809,-77.0542999,3,N/A,N/A,POINT (-77.0542999 -11.9847809)
-11.9828756,-77.0562762,3,N/A,N/A,POINT (-77.0562762 -11.9828756)
-11.9772796,-77.0548616,3,N/A,N/A,POINT (-77.0548616 -11.9772796)
-11.9831881,-77.0556887,3,crossing,N/A,POINT (-77.0556887 -11.9831881)
-11.9797139,-77.0555676,3,N/A,N/A,POINT (-77.0555676 -11.9797139)
-11.9859823,-77.0531766,3,N/A,N/A,POINT (-77.0531766 -11.9859823)
-11.9845452,-77.0534582,3,N/A,N/A,POINT (-77.0534582 -11.9845452)
-11.9845941,-77.0569095,3,N/A,N/A,POINT (-77.0569095 -11.9845941)
-11.9860392,-77.0553759,3,N/A,N/A,POINT (-77.0553759 -11.9860392)
-11.9831674,-77.0572928,3,N/A,N/A,POINT (-77.0572928 -11.9831674)
-11.9820978,-77.0568246,3,N/A,N/A,POINT (-77.0568246 -11.9820978)
-11.9814645,-77.0561998,3,N/A,N/A,POINT (-77.0561998 -11.9814645)
-11.9772859,-77.0522618,3,N/A,N/A,POINT (-77.0522618 -11.9772859)
-11.980684,-77.0543022,3,N/A,N/A,POINT (-77.0543022 -11.980684)
-11.9771514,-77.0517903,3,N/A,N/A,POINT (-77.0517903 -11.9771514)
-11.9819916,-77.0539142,3,N/A,N/A,POINT (-77.0539142 -11.9819916)
-11.9783661,-77.0529402,3,N/A,N/A,POINT (-77.0529402 -11.9783661)
-11.9850478,-77.0551561,4,N/A,N/A,POINT (-77.0551561 -11.9850478)
-11.9767964,-77.0545951,4,N/A,N/A,POINT (-77.0545951 -11.9767964)
-11.983603,-77.0571623,3,N/A,N/A,POINT (-77.0571623 -11.983603)
-11.9882473,-77.0544385,3,N/A,N/A,POINT (-77.0544385 -11.9882473)
-11.9857386,-77.0542719,3,N/A,N/A,POINT (-77.0542719 -11.9857386)
-11.9824506,-77.0563916,3,N/A,N/A,POINT (-77.0563916 -11.9824506)
-11.9779177,-77.0545447,3,N/A,N/A,POINT (-77.0545447 -11.9779177)
-11.9803003,-77.0559726,3,N/A,N/A,POINT (-77.0559726 -11.9803003)
-11.9786105,-77.0538246,3,N/A,N/A,POINT (-77.0538246 -11.9786105)
-11.986436,-77.0530613,3,N/A,N/A,POINT (-77.0530613 -11.986436)
-11.9819589,-77.0554856,3,N/A,N/A,POINT (-77.0554856 -11.9819589)
-11.9810784,-77.0557441,3,N/A,N/A,POINT (-77.0557441 -11.9810784)
-11.97621,-77.057739,3,N/A,N/A,POINT (-77.057739 -11.97621)
-11.9821132,-77.0543713,3,N/A,N/A,POINT (-77.0543713 -11.9821132)
-11.9864716,-77.0568725,3,N/A,N/A,POINT (-77.0568725 -11.9864716)
-11.9851761,-77.0556215,3,N/A,N/A,POINT (-77.0556215 -11.9851761)
-11.9875301,-77.051833,1,N/A,N/A,POINT (-77.051833 -11.9875301)
-11.9775488,-77.0578229,3,N/A,N/A,POINT (-77.0578229 -11.9775488)
-11.9839763,-77.0564454,3,N/A,N/A,POINT (-77.0564454 -11.9839763)
-11.9878158,-77.0573315,4,N/A,N/A,POINT (-77.0573315 -11.9878158)
-11.9820068,-77.0581623,3,N/A,N/A,POINT (-77.0581623 -11.9820068)
-11.9776581,-77.0547601,3,N/A,N/A,POINT (-77.0547601 -11.9776581)
-11.9804527,-77.0564978,3,N/A,N/A,POINT (-77.0564978 -11.9804527)
-11.9816759,-77.0569582,3,N/A,N/A,POINT (-77.0569582 -11.9816759)
-11.9860234,-77.0570086,3,N/A,N/A,POINT (-77.0570086 -11.9860234)
-11.9875539,-77.0546196,3,N/A,N/A,POINT (-77.0546196 -11.9875539)
-11.9809277,-77.0551936,3,N/A,N/A,POINT (-77.0551936 -11.9809277)
-11.9876887,-77.053733,3,N/A,N/A,POINT (-77.053733 -11.9876887)
-11.9873614,-77.0556101,3,N/A,N/A,POINT (-77.0556101 -11.9873614)
-11.9795436,-77.0567522,4,N/A,N/A,POINT (-77.0567522 -11.9795436)
-11.9874578,-77.0542649,3,N/A,N/A,POINT (-77.0542649 -11.9874578)
-11.9836417,-77.0535716,3,N/A,N/A,POINT (-77.0535716 -11.9836417)
-11.9758963,-77.0576357,1,N/A,N/A,POINT (-77.0576357 -11.9758963)
-11.9766866,-77.0542286,3,N/A,N/A,POINT (-77.0542286 -11.9766866)
-11.9840112,-77.0549216,3,N/A,N/A,POINT (-77.0549216 -11.9840112)
-11.9869081,-77.0557398,3,N/A,N/A,POINT (-77.0557398 -11.9869081)
-11.9841305,-77.0570023,3,N/A,N/A,POINT (-77.0570023 -11.9841305)
-11.9864587,-77.0558683,3,N/A,N/A,POINT (-77.0558683 -11.9864587)
-11.9854015,-77.052747,1,N/A,N/A,POINT (-77.052747 -11.9854015)
-11.9856166,-77.0554962,3,N/A,N/A,POINT (-77.0554962 -11.9856166)
-11.9882574,-77.0540651,3,N/A,N/A,POINT (-77.0540651 -11.9882574)
-11.9872147,-77.0550714,3,N/A,N/A,POINT (-77.0550714 -11.9872147)
-11.9862489,-77.0524092,3,N/A,N/A,POINT (-77.0524092 -11.9862489)
-11.9887499,-77.0540059,1,N/A,N/A,POINT (-77.0540059 -11.9887499)
-11.986306,-77.0553,3,N/A,N/A,POINT (-77.0553 -11.986306)
-11.9858915,-77.0548287,3,N/A,N/A,POINT (-77.0548287 -11.9858915)
-11.9774195,-77.0527357,3,N/A,N/A,POINT (-77.0527357 -11.9774195)
-11.9789855,-77.0547884,4,N/A,N/A,POINT (-77.0547884 -11.9789855)
-11.9813283,-77.0574733,3,N/A,N/A,POINT (-77.0574733 -11.9813283)
-11.9787486,-77.0543159,3,N/A,N/A,POINT (-77.0543159 -11.9787486)
-11.9869262,-77.0527373,3,N/A,N/A,POINT (-77.0527373 -11.9869262)
-11.9849946,-77.053366,3,N/A,N/A,POINT (-77.053366 -11.9849946)
-11.9778159,-77.0506179,3,N/A,N/A,POINT (-77.0506179 -11.9778159)
-11.9815612,-77.0582938,3,N/A,N/A,POINT (-77.0582938 -11.9815612)
-11.9833169,-77.0561494,3,N/A,N/A,POINT (-77.0561494 -11.9833169)
-11.9887183,-77.0543478,3,N/A,N/A,POINT (-77.0543478 -11.9887183)
-11.9855522,-77.0533044,3,N/A,N/A,POINT (-77.0533044 -11.9855522)
-11.9888477,-77.0567091,3,N/A,N/A,POINT (-77.0567091 -11.9888477)
-11.9804379,-77.0564419,4,N/A,N/A,POINT (-77.0564419 -11.9804379)
-11.9775404,-77.0531778,3,N/A,N/A,POINT (-77.0531778 -11.9775404)
-11.9802036,-77.0573376,3,N/A,N/A,POINT (-77.0573376 -11.9802036)
-11.9812555,-77.0546472,3,N/A,N/A,POINT (-77.0546472 -11.9812555)
-11.9808445,-77.0576141,3,N/A,N/A,POINT (-77.0576141 -11.9808445)
-11.9779769,-77.0515462,3,N/A,N/A,POINT (-77.0515462 -11.9779769)
-11.9808123,-77.054772,3,N/A,N/A,POINT (-77.054772 -11.9808123)
-11.9777107,-77.0506145,4,N/A,N/A,POINT (-77.0506145 -11.9777107)
-11.9816845,-77.0545142,3,N/A,N/A,POINT (-77.0545142 -11.9816845)
-11.9855944,-77.0571391,4,N/A,N/A,POINT (-77.0571391 -11.9855944)
-11.9847203,-77.057383,3,N/A,N/A,POINT (-77.057383 -11.9847203)
-11.9849471,-77.0565049,3,N/A,N/A,POINT (-77.0565049 -11.9849471)
-11.9825346,-77.0566863,3,N/A,N/A,POINT (-77.0566863 -11.9825346)
-11.9825187,-77.055811,3,N/A,N/A,POINT (-77.055811 -11.9825187)
-11.9866102,-77.0546855,3,N/A,N/A,POINT (-77.0546855 -11.9866102)
-11.9770015,-77.0523821,3,N/A,N/A,POINT (-77.0523821 -11.9770015)
-11.9857481,-77.0523188,3,N/A,N/A,POINT (-77.0523188 -11.9857481)
-11.9810149,-77.0535938,3,N/A,N/A,POINT (-77.0535938 -11.9810149)
-11.9778453,-77.051079,3,N/A,N/A,POINT (-77.051079 -11.9778453)
-11.9848695,-77.0546251,3,N/A,N/A,POINT (-77.0546251 -11.9848695)
-11.9828844,-77.0579078,4,N/A,N/A,POINT (-77.0579078 -11.9828844)
-11.9805878,-77.0553033,3,N/A,N/A,POINT (-77.0553033 -11.9805878)
-11.9791171,-77.050385,4,N/A,N/A,POINT (-77.050385 -11.9791171)
-11.9802601,-77.0510173,3,N/A,N/A,POINT (-77.0510173 -11.9802601)
-11.9823598,-77.0478185,3,N/A,N/A,POINT (-77.0478185 -11.9823598)
-11.9810722,-77.0475398,4,N/A,N/A,POINT (-77.0475398 -11.9810722)
-11.9780108,-77.0482074,3,N/A,N/A,POINT (-77.0482074 -11.9780108)
-11.9812634,-77.045923,3,N/A,N/A,POINT (-77.045923 -11.9812634)
-11.977635,-77.0469799,3,N/A,N/A,POINT (-77.0469799 -11.977635)
-11.981128,-77.0480178,4,N/A,N/A,POINT (-77.0480178 -11.981128)
-11.9793211,-77.0493646,3,N/A,N/A,POINT (-77.0493646 -11.9793211)
-11.9795068,-77.0517887,3,N/A,N/A,POINT (-77.0517887 -11.9795068)
-11.9812405,-77.0458181,3,N/A,N/A,POINT (-77.0458181 -11.9812405)
-11.9784815,-77.0480723,3,N/A,N/A,POINT (-77.0480723 -11.9784815)
-11.9776648,-77.0500772,3,N/A,N/A,POINT (-77.0500772 -11.9776648)
-11.9825219,-77.0515746,1,N/A,N/A,POINT (-77.0515746 -11.9825219)
-11.9829545,-77.0464205,3,N/A,N/A,POINT (-77.0464205 -11.9829545)
-11.9826275,-77.0531344,3,N/A,N/A,POINT (-77.0531344 -11.9826275)
-11.977425,-77.0496013,3,N/A,N/A,POINT (-77.0496013 -11.977425)
-11.979834,-77.0468436,3,N/A,N/A,POINT (-77.0468436 -11.979834)
-11.9795405,-77.0484444,3,N/A,N/A,POINT (-77.0484444 -11.9795405)
-11.981099,-77.0513192,3,N/A,N/A,POINT (-77.0513192 -11.981099)
-11.9785309,-77.0504142,3,N/A,N/A,POINT (-77.0504142 -11.9785309)
-11.977675,-77.0471415,3,N/A,N/A,POINT (-77.0471415 -11.977675)
-11.9805409,-77.0493364,3,N/A,N/A,POINT (-77.0493364 -11.9805409)
-11.9813568,-77.0522192,3,N/A,N/A,POINT (-77.0522192 -11.9813568)
-11.9804005,-77.0515252,3,N/A,N/A,POINT (-77.0515252 -11.9804005)
-11.9814023,-77.0489998,4,N/A,N/A,POINT (-77.0489998 -11.9814023)
-11.9812313,-77.0517812,4,N/A,N/A,POINT (-77.0517812 -11.9812313)
-11.983182,-77.0452638,3,N/A,N/A,POINT (-77.0452638 -11.983182)
-11.9783784,-77.0526252,4,N/A,N/A,POINT (-77.0526252 -11.9783784)
-11.9813925,-77.0463852,3,N/A,N/A,POINT (-77.0463852 -11.9813925)
-11.9783837,-77.0477291,3,N/A,N/A,POINT (-77.0477291 -11.9783837)
-11.979705,-77.0463684,3,N/A,N/A,POINT (-77.0463684 -11.979705)
-11.9824353,-77.0512667,3,N/A,N/A,POINT (-77.0512667 -11.9824353)
-11.9778038,-77.0476126,3,N/A,N/A,POINT (-77.0476126 -11.9778038)
-11.9813893,-77.0506897,3,N/A,N/A,POINT (-77.0506897 -11.9813893)
-11.9816979,-77.0456875,4,N/A,N/A,POINT (-77.0456875 -11.9816979)
-11.9781266,-77.0468149,3,N/A,N/A,POINT (-77.0468149 -11.9781266)
-11.9777034,-77.0482977,3,N/A,N/A,POINT (-77.0482977 -11.9777034)
-11.9816902,-77.0480064,3,N/A,N/A,POINT (-77.0480064 -11.9816902)
-11.9787277,-77.0489675,3,N/A,N/A,POINT (-77.0489675 -11.9787277)
-11.9826943,-77.0455057,3,N/A,N/A,POINT (-77.0455057 -11.9826943)
-11.9816602,-77.0516478,3,N/A,N/A,POINT (-77.0516478 -11.9816602)
-11.9817856,-77.0457599,4,N/A,N/A,POINT (-77.0457599 -11.9817856)
-11.9826786,-77.0536289,3,N/A,N/A,POINT (-77.0536289 -11.9826786)
-11.9834801,-77.0457903,3,N/A,N/A,POINT (-77.0457903 -11.9834801)
-11.9805772,-77.0461246,3,N/A,N/A,POINT (-77.0461246 -11.9805772)
-11.9807302,-77.0524071,3,N/A,N/A,POINT (-77.0524071 -11.9807302)
-11.9818253,-77.048489,3,N/A,N/A,POINT (-77.048489 -11.9818253)
-11.9812485,-77.0484408,3,N/A,N/A,POINT (-77.0484408 -11.9812485)
-11.9782327,-77.0491192,3,N/A,N/A,POINT (-77.0491192 -11.9782327)
-11.9788724,-77.0494936,3,N/A,N/A,POINT (-77.0494936 -11.9788724)
-11.9834105,-77.048019,3,N/A,N/A,POINT (-77.048019 -11.9834105)
-11.9817254,-77.0457792,4,N/A,N/A,POINT (-77.0457792 -11.9817254)
-11.9835259,-77.0451563,3,N/A,N/A,POINT (-77.0451563 -11.9835259)
-11.982082,-77.0471481,3,N/A,N/A,POINT (-77.0471481 -11.982082)
-11.9800769,-77.0477148,3,N/A,N/A,POINT (-77.0477148 -11.9800769)
-11.9825194,-77.0482923,3,N/A,N/A,POINT (-77.0482923 -11.9825194)
-11.9797627,-77.0492376,3,N/A,N/A,POINT (-77.0492376 -11.9797627)
-11.9793915,-77.0479124,3,N/A,N/A,POINT (-77.0479124 -11.9793915)
-11.9775183,-77.0477003,3,N/A,N/A,POINT (-77.0477003 -11.9775183)
-11.9800138,-77.0501266,3,N/A,N/A,POINT (-77.0501266 -11.9800138)
-11.9825666,-77.0531511,3,N/A,N/A,POINT (-77.0531511 -11.9825666)
-11.9783011,-77.0481241,3,N/A,N/A,POINT (-77.0481241 -11.9783011)
-11.9819818,-77.0466955,4,N/A,N/A,POINT (-77.0466955 -11.9819818)
-11.9818976,-77.0504651,3,N/A,N/A,POINT (-77.0504651 -11.9818976)
-11.9805823,-77.0494845,3,N/A,N/A,POINT (-77.0494845 -11.9805823)
-11.9820501,-77.0466716,4,N/A,N/A,POINT (-77.0466716 -11.9820501)
-11.9826627,-77.045418,3,N/A,N/A,POINT (-77.045418 -11.9826627)
-11.9822384,-77.0519562,3,N/A,N/A,POINT (-77.0519562 -11.9822384)
-11.9784268,-77.0485685,4,N/A,N/A,POINT (-77.0485685 -11.9784268)
-11.9807082,-77.0465916,3,N/A,N/A,POINT (-77.0465916 -11.9807082)
-11.9788235,-77.0476,3,N/A,N/A,POINT (-77.0476 -11.9788235)
-11.9819119,-77.0525753,3,N/A,N/A,POINT (-77.0525753 -11.9819119)
-11.9837605,-77.0483939,3,N/A,N/A,POINT (-77.0483939 -11.9837605)
-11.9796647,-77.048888,3,N/A,N/A,POINT (-77.048888 -11.9796647)
-11.9833913,-77.046284,4,N/A,N/A,POINT (-77.046284 -11.9833913)
-11.9828324,-77.0476858,3,N/A,N/A,POINT (-77.0476858 -11.9828324)
-11.9805237,-77.0492747,3,N/A,N/A,POINT (-77.0492747 -11.9805237)
-11.9822543,-77.0456283,3,N/A,N/A,POINT (-77.0456283 -11.9822543)
-11.9799534,-77.0472622,3,N/A,N/A,POINT (-77.0472622 -11.9799534)
-11.9804574,-77.0490378,3,N/A,N/A,POINT (-77.0490378 -11.9804574)
-11.9836406,-77.0479539,4,N/A,N/A,POINT (-77.0479539 -11.9836406)
-11.9818404,-77.0533602,4,N/A,N/A,POINT (-77.0533602 -11.9818404)
-11.983085,-77.0485846,3,N/A,N/A,POINT (-77.0485846 -11.983085)
-11.9825154,-77.0465575,4,N/A,N/A,POINT (-77.0465575 -11.9825154)
-11.9815945,-77.0496685,4,N/A,N/A,POINT (-77.0496685 -11.9815945)
-11.9805112,-77.0475897,3,N/A,N/A,POINT (-77.0475897 -11.9805112)
