osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,ref,bridge,junction
1175272283,False,,,residential,,True,53.955000000000005,"LINESTRING (-77.0428498 -11.991047, -77.0428625 -11.9911501, -77.0428638 -11.9912931, -77.0428635 -11.9913397, -77.0428625 -11.9914663, -77.0428595 -11.9915314)",,N/A,,
118423718,False,2,Avenida 1 de Mayo,residential,,False,9.797,"LINESTRING (-77.0502079 -11.9931316, -77.0501774 -11.9932145)",,N/A,,
118423718,False,2,Avenida 1 de Mayo,residential,,True,47.644,"LINESTRING (-77.0502079 -11.9931316, -77.0503541 -11.9927277)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,False,122.505,"LINESTRING (-77.0502079 -11.9931316, -77.0491579 -11.992733)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,True,45.135,"LINESTRING (-77.0502079 -11.9931316, -77.0505939 -11.9932806)",,N/A,,
111960900,False,1,Jirón Jose de la Torre Ugarte,residential,,False,49.354,"LINESTRING (-77.0430563 -11.9903748, -77.0432256 -11.989963)",,N/A,,
111960900,False,1,Jirón Jose de la Torre Ugarte,residential,,True,45.546,"LINESTRING (-77.0430563 -11.9903748, -77.042928 -11.9907647)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,False,92.199,"LINESTRING (-77.0430563 -11.9903748, -77.0422688 -11.990068)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,True,96.616,"LINESTRING (-77.0430563 -11.9903748, -77.0438783 -11.9907041)",,N/A,,
118430261,False,,Las Cerezas,residential,,False,29.099,"LINESTRING (-77.0479446 -11.9975885, -77.047801 -11.9978093)",,N/A,,
118423707,False,,Madre Selva,residential,,False,51.757999999999996,"LINESTRING (-77.0479446 -11.9975885, -77.0481223 -11.9977401, -77.0483039 -11.9978937)",,N/A,,
1092698548,False,,Madre Selva,residential,,True,108.191,"LINESTRING (-77.0479446 -11.9975885, -77.0477169 -11.9973647, -77.0474053 -11.9970202, -77.0472538 -11.99689)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,True,76.336,"LINESTRING (-77.0459823 -11.9892939, -77.0466354 -11.9895452)",,N/A,,
118423750,False,,El Trabajo,residential,,False,49.415,"LINESTRING (-77.0459823 -11.9892939, -77.0458027 -11.9897021)",,N/A,,
118423750,False,,El Trabajo,residential,,True,46.681000000000004,"LINESTRING (-77.0459823 -11.9892939, -77.046043 -11.9891021, -77.0460739 -11.9890053, -77.04611 -11.9888931)",,N/A,,
118423744,False,2,Avenida 17 de Noviembre,residential,,False,91.575,"LINESTRING (-77.052425 -11.9930503, -77.0516408 -11.9927506)",,N/A,,
118423744,False,2,Avenida 17 de Noviembre,residential,,True,130.153,"LINESTRING (-77.052425 -11.9930503, -77.0535407 -11.9934734)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,False,49.529,"LINESTRING (-77.052425 -11.9930503, -77.0522497 -11.9934614)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,True,46.405,"LINESTRING (-77.052425 -11.9930503, -77.0525671 -11.9926568)",,N/A,,
118423714,False,,28 de Julio,residential,,False,235.847,"LINESTRING (-77.0503738 -11.9972745, -77.0503866 -11.9972432, -77.0504277 -11.997212, -77.0504554 -11.9971909, -77.0505821 -11.9971613, -77.0506269 -11.9971534, -77.0506882 -11.9971425, -77.0508983 -11.9971342, -77.0509234 -11.9971328, -77.0509625 -11.9971307, -77.0510217 -11.9971162, -77.0511065 -11.9970749, -77.0512155 -11.9970055, -77.0513232 -11.9969409, -77.051458 -11.99686, -77.0514951 -11.996832, -77.0516194 -11.9967379, -77.0516926 -11.9966516, -77.0518518 -11.9965169, -77.0519982 -11.9964068, -77.0521964 -11.9962578)",,N/A,,
118423714,False,,28 de Julio,residential,,True,107.176,"LINESTRING (-77.0503738 -11.9972745, -77.0503711 -11.9973261, -77.0503669 -11.9974446, -77.0503444 -11.9975516, -77.0502926 -11.9976759, -77.0502134 -11.997849, -77.0501988 -11.997879, -77.0501376 -11.998005, -77.050035 -11.9981637)",,N/A,,
118430291,False,,,residential,,True,129.99099999999999,"LINESTRING (-77.0503738 -11.9972745, -77.0501136 -11.9972296, -77.0500289 -11.9971922, -77.0499997 -11.997185, -77.0498857 -11.9971567, -77.0498172 -11.9971567, -77.0497466 -11.997206, -77.0496539 -11.9972671, -77.0494765 -11.9973402, -77.0492526 -11.9973948)",,N/A,,
118423700,False,2,Calle El Pueblo,residential,,False,57.49,"LINESTRING (-77.0534941 -11.9958211, -77.0530107 -11.995612)",,N/A,,
118423700,False,2,Calle El Pueblo,residential,,True,102.19,"LINESTRING (-77.0534941 -11.9958211, -77.0535573 -11.9958479, -77.0540489 -11.996056, -77.0543611 -11.9961748)",,N/A,,
779642872,True,,Avenida Túpac Amaru,tertiary,,False,35.945,"LINESTRING (-77.0534941 -11.9958211, -77.0534176 -11.9960221, -77.0534006 -11.9961296)",,N/A,,
1156441433,False,,Los Tumbos,residential,,False,81.87,"LINESTRING (-77.0533736 -11.996367, -77.0526209 -11.9963628)",,N/A,,
333482791,True,,Avenida Túpac Amaru,tertiary,,False,157.34099999999998,"LINESTRING (-77.0533736 -11.996367, -77.0532868 -11.9965531, -77.0532769 -11.9976582, -77.053279 -11.9976726, -77.0532851 -11.997686, -77.0532995 -11.9977043, -77.0533187 -11.9977196, -77.0533451 -11.9977323)",,N/A,,
1156441433,False,,Los Tumbos,residential,,True,98.845,"LINESTRING (-77.0533736 -11.996367, -77.054142 -11.9963817, -77.0542184 -11.9963913, -77.0542757 -11.9964174)",,N/A,,
118423716,False,2,José Olaya,residential,,False,112.315,"LINESTRING (-77.0496282 -11.9915342, -77.0486681 -11.9911624)",,N/A,,
118423747,False,2,Avenida 28 de Julio,residential,,False,46.184,"LINESTRING (-77.0496282 -11.9915342, -77.0494847 -11.9919251)",,N/A,,
118423747,False,2,Avenida 28 de Julio,residential,,True,43.444,"LINESTRING (-77.0496282 -11.9915342, -77.0497652 -11.9911672)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,False,42.539,"LINESTRING (-77.0469915 -11.9925302, -77.0466099 -11.9924464)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,True,73.597,"LINESTRING (-77.0469915 -11.9925302, -77.0476597 -11.9926344)",,N/A,,
118423760,False,,Jirón Francisco Bolognesi,residential,,False,59.428,"LINESTRING (-77.0469915 -11.9925302, -77.0467977 -11.9930299)",,N/A,,
118423760,False,,Jirón Francisco Bolognesi,residential,,True,18.201,"LINESTRING (-77.0469915 -11.9925302, -77.0470536 -11.9923782)",,N/A,,
118423772,False,,El Progreso,residential,,True,21.121,"LINESTRING (-77.0473604 -11.9893649, -77.0471765 -11.9893039)",,N/A,,
"[118423739, 118423772]",False,2,"['El Progreso', 'Alfonso Ugarte']",residential,,False,298.2739999999999,"LINESTRING (-77.0473604 -11.9893649, -77.0476461 -11.9894845, -77.0478113 -11.9895751, -77.0482198 -11.9897811, -77.0482586 -11.9897965, -77.0482938 -11.989807, -77.0483356 -11.989816, -77.0483801 -11.9898186, -77.0484394 -11.9898172, -77.0485109 -11.9898169, -77.0486095 -11.9898175, -77.0486303 -11.9898162, -77.0486934 -11.9898122, -77.0487759 -11.9898076, -77.0488621 -11.9898036, -77.0489514 -11.9898056, -77.0490418 -11.9898146, -77.0491394 -11.9898237, -77.0492008 -11.9898322, -77.0492283 -11.9898408, -77.0492496 -11.9898488, -77.0492606 -11.9898553, -77.0492713 -11.9898628, -77.0492795 -11.9898709, -77.0492862 -11.9898827, -77.0492897 -11.9898944, -77.04929 -11.9899047, -77.0492867 -11.9899164, -77.0492793 -11.9899269, -77.0492705 -11.9899347, -77.0492584 -11.9899428, -77.0492467 -11.9899494, -77.0492329 -11.9899563, -77.0492215 -11.9899612, -77.0492075 -11.9899669, -77.0491947 -11.9899724, -77.0491806 -11.9899778, -77.0491635 -11.989984, -77.0491475 -11.989991, -77.0491324 -11.9900008, -77.0491232 -11.9900135, -77.0490953 -11.9900781, -77.0489442 -11.9904281)",,N/A,,
207870977,False,,Pasaje 8 de Octubre,residential,,False,107.12699999999998,"LINESTRING (-77.0473604 -11.9893649, -77.0474925 -11.9889836, -77.0475135 -11.9888975, -77.0476143 -11.9886824, -77.0477097 -11.9885541, -77.047763 -11.9884974)",,N/A,,
118423757,False,,José Marti,residential,,True,43.38,"LINESTRING (-77.0518433 -11.9922195, -77.051475 -11.9920698)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,False,16.237,"LINESTRING (-77.0518433 -11.9922195, -77.0517874 -11.9923549)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,True,26.411,"LINESTRING (-77.0518433 -11.9922195, -77.0519269 -11.9919965)",,N/A,,
118423767,False,2,Avenida Las Amercias,residential,,False,58.706,"LINESTRING (-77.0533266 -11.9939768, -77.0528353 -11.9937582)",,N/A,,
118423767,False,2,Avenida Las Amercias,residential,,True,92.891,"LINESTRING (-77.0533266 -11.9939768, -77.0541165 -11.9942944)",,N/A,,
126344986,False,2,37 Dias,residential,,False,14.778,"LINESTRING (-77.0533266 -11.9939768, -77.0533788 -11.9938541)",,N/A,,
126344986,False,2,37 Dias,residential,,True,45.029,"LINESTRING (-77.0533266 -11.9939768, -77.0531711 -11.9943521)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,False,96.616,"LINESTRING (-77.0438783 -11.9907041, -77.0430563 -11.9903748)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,True,111.413,"LINESTRING (-77.0438783 -11.9907041, -77.0448337 -11.9910654)",,N/A,,
162154735,False,,Hipolito Unanue,residential,,True,50.223,"LINESTRING (-77.0438783 -11.9907041, -77.0440297 -11.9902774)",,N/A,,
162154735,False,,Hipolito Unanue,residential,,False,38.660000000000004,"LINESTRING (-77.0438783 -11.9907041, -77.0438031 -11.9909088, -77.043757 -11.9910309)",,N/A,,
"[118423737, 173686135]",False,,"['Simon Bolivar', '18 Amigos']",residential,,True,286.93500000000006,"LINESTRING (-77.0455485 -11.9922227, -77.0455267 -11.992232, -77.0455156 -11.9922693, -77.0454987 -11.9923187, -77.0454602 -11.9923901, -77.0454317 -11.9924386, -77.0453782 -11.9925073, -77.0453214 -11.9925651, -77.0452545 -11.9926301, -77.0451937 -11.9926951, -77.0451823 -11.9927078, -77.0450646 -11.9928398, -77.0450292 -11.9929818, -77.0450135 -11.9930793, -77.0449463 -11.9932582, -77.0448682 -11.9933845, -77.0448171 -11.993495, -77.0448186 -11.9935932, -77.0448382 -11.993621, -77.0449276 -11.9936052, -77.0449366 -11.9935951, -77.0451228 -11.993386, -77.0454461 -11.9930728, -77.0455079 -11.993036, -77.0455671 -11.9930251)",,N/A,,
118423761,False,2,Antonio de Zela,residential,,True,44.125,"LINESTRING (-77.0546947 -11.991752, -77.0550732 -11.9918948)",,N/A,,
1092698550,False,2,Avenida Los Delegados,residential,,True,63.586,"LINESTRING (-77.0507651 -11.9938874, -77.0509729 -11.9933529)",,N/A,,
118423768,False,2,Los Incas,residential,,False,85.326,"LINESTRING (-77.0529517 -11.9914931, -77.0522206 -11.9912149)",,N/A,,
118423768,False,2,Los Incas,residential,,True,9.114,"LINESTRING (-77.0529517 -11.9914931, -77.0530298 -11.9915228)",,N/A,,
1096750900,False,,Los Delegados,residential,,False,70.937,"LINESTRING (-77.0529517 -11.9914931, -77.0532042 -11.9909049)",,N/A,,
126344986,False,2,37 Dias,residential,,False,43.78,"LINESTRING (-77.0536894 -11.9930824, -77.0538349 -11.9927153)",,N/A,,
126344986,False,2,37 Dias,residential,,True,46.388,"LINESTRING (-77.0536894 -11.9930824, -77.0535407 -11.9934734)",,N/A,,
1138381134,True,2,Jirón Jose Marti,residential,,False,130.923,"LINESTRING (-77.0536894 -11.9930824, -77.0525671 -11.9926568)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,False,77.289,"LINESTRING (-77.0509489 -11.9912002, -77.0502875 -11.9909461)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,True,47.331,"LINESTRING (-77.0509489 -11.9912002, -77.0513545 -11.9913544)",,N/A,,
118423718,False,2,Avenida 1 de Mayo,residential,,False,45.448,"LINESTRING (-77.0509489 -11.9912002, -77.0508003 -11.9915822)",,N/A,,
118423767,False,2,Avenida Las Amercias,residential,,True,92.047,"LINESTRING (-77.0514586 -11.9931674, -77.0522497 -11.9934614)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,False,31.657,"LINESTRING (-77.0514586 -11.9931674, -77.0513479 -11.9934307)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,True,50.405,"LINESTRING (-77.0514586 -11.9931674, -77.0516408 -11.9927506)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,False,128.255,"LINESTRING (-77.0539753 -11.9923372, -77.05287 -11.9919354)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,True,95.277,"LINESTRING (-77.0539753 -11.9923372, -77.0547922 -11.9926465)",,N/A,,
126344986,False,2,37 Dias,residential,,False,44.61,"LINESTRING (-77.0539753 -11.9923372, -77.0541205 -11.991962)",,N/A,,
126344986,False,2,37 Dias,residential,,True,44.73,"LINESTRING (-77.0539753 -11.9923372, -77.0538349 -11.9927153)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,True,29.994,"LINESTRING (-77.0463469 -11.9923653, -77.0466099 -11.9924464)",,N/A,,
118423710,False,,José Carlos Mariátegui,residential,,True,130.238,"LINESTRING (-77.052719 -11.9922906, -77.0538349 -11.9927153)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,False,43.944,"LINESTRING (-77.052719 -11.9922906, -77.0525671 -11.9926568)",,N/A,,
118423710,False,,José Carlos Mariátegui,residential,,False,92.167,"LINESTRING (-77.052719 -11.9922906, -77.0520209 -11.9920264, -77.0519269 -11.9919965)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,True,42.775000000000006,"LINESTRING (-77.052719 -11.9922906, -77.0527266 -11.9922728, -77.05287 -11.9919354)",,N/A,,
118423716,False,2,José Olaya,residential,,True,111.63,"LINESTRING (-77.0467357 -11.9904278, -77.0476906 -11.9907957)",,N/A,,
118423734,False,,Garcilaso de la Vega,residential,,False,46.865,"LINESTRING (-77.0467357 -11.9904278, -77.0465721 -11.9908177)",,N/A,,
118423734,False,,Garcilaso de la Vega,residential,,True,43.215,"LINESTRING (-77.0467357 -11.9904278, -77.0468673 -11.9900611)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,False,34.49,"LINESTRING (-77.05218 -11.9936063, -77.0520739 -11.9938986)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,True,17.807,"LINESTRING (-77.05218 -11.9936063, -77.0522497 -11.9934614)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,False,92.588,"LINESTRING (-77.05218 -11.9936063, -77.0513479 -11.9934307)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,True,73.67099999999999,"LINESTRING (-77.05218 -11.9936063, -77.0523159 -11.9936636, -77.0525868 -11.9937292, -77.0528353 -11.9937582)",,N/A,,
823307139,False,,,residential,,False,73.99199999999999,"LINESTRING (-77.05218 -11.9936063, -77.0523481 -11.9936092, -77.0525828 -11.9936597, -77.0528353 -11.9937582)",,N/A,,
118423738,False,2,Leoncio Prado,residential,,False,71.816,"LINESTRING (-77.0476597 -11.9926344, -77.0470536 -11.9923782)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,False,73.597,"LINESTRING (-77.0476597 -11.9926344, -77.0469915 -11.9925302)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,True,44.455999999999996,"LINESTRING (-77.0476597 -11.9926344, -77.0480244 -11.992744, -77.0480504 -11.9927518)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,False,44.504,"LINESTRING (-77.0470158 -11.9896926, -77.0466354 -11.9895452)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,True,112.64,"LINESTRING (-77.0470158 -11.9896926, -77.0479819 -11.9900574)",,N/A,,
118423734,False,,Garcilaso de la Vega,residential,,False,44.044,"LINESTRING (-77.0470158 -11.9896926, -77.0468673 -11.9900611)",,N/A,,
118423734,False,,Garcilaso de la Vega,residential,,True,46.622,"LINESTRING (-77.0470158 -11.9896926, -77.0471765 -11.9893039)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,False,60.069,"LINESTRING (-77.0533788 -11.9938541, -77.0528353 -11.9937582)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,True,94.18,"LINESTRING (-77.0533788 -11.9938541, -77.0542238 -11.994039)",,N/A,,
126344986,False,2,37 Dias,residential,,False,45.849,"LINESTRING (-77.0533788 -11.9938541, -77.0535407 -11.9934734)",,N/A,,
126344986,False,2,37 Dias,residential,,True,14.778,"LINESTRING (-77.0533788 -11.9938541, -77.0533266 -11.9939768)",,N/A,,
118423706,False,,La Democracia,residential,,False,31.172,"LINESTRING (-77.0501495 -11.9913342, -77.0500563 -11.9915993)",,N/A,,
118423706,False,,La Democracia,residential,,True,45.691,"LINESTRING (-77.0501495 -11.9913342, -77.0502875 -11.9909461)",,N/A,,
118423713,False,,Pasaje Jose Carlos Mariategui,residential,,False,75.968,"LINESTRING (-77.0501495 -11.9913342, -77.0508003 -11.9915822)",,N/A,,
118423772,False,,El Progreso,residential,,False,46.498,"LINESTRING (-77.0467739 -11.9891633, -77.0471765 -11.9893039)",,N/A,,
333483091,False,2,Libertad,residential,,True,45.058,"LINESTRING (-77.0467739 -11.9891633, -77.0466354 -11.9895452)",,N/A,,
118423772,False,,El Progreso,residential,,True,78.399,"LINESTRING (-77.0467739 -11.9891633, -77.0465862 -11.9890981, -77.0464425 -11.9890481, -77.0463121 -11.9889921, -77.0461482 -11.9889193, -77.04611 -11.9888931)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,True,45.283,"LINESTRING (-77.0499 -11.9907972, -77.0502875 -11.9909461)",,N/A,,
118423747,False,2,Avenida 28 de Julio,residential,,False,43.677,"LINESTRING (-77.0499 -11.9907972, -77.0497652 -11.9911672)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,False,111.769,"LINESTRING (-77.0499 -11.9907972, -77.0492447 -11.9905442, -77.0489442 -11.9904281)",,N/A,,
118423727,False,,Jirón Educacion,residential,,False,14.974,"LINESTRING (-77.0429934 -11.9915627, -77.0428595 -11.9915314)",,N/A,,
118423701,False,,Mariano Melgar,residential,,True,17.546,"LINESTRING (-77.0559132 -11.9917994, -77.0560631 -11.9918577)",,N/A,,
118423701,False,,Mariano Melgar,residential,,False,82.131,"LINESTRING (-77.0559132 -11.9917994, -77.0557189 -11.9917292, -77.055293 -11.9915723, -77.0552524 -11.9915746, -77.0552034 -11.9915922)",,N/A,,
118423708,False,,Mateo Pumacahua,residential,,True,123.934,"LINESTRING (-77.0559132 -11.9917994, -77.0559468 -11.9917265, -77.055978 -11.9917074, -77.0560187 -11.9916999, -77.056062 -11.9916886, -77.0561165 -11.9916711, -77.0561624 -11.9916487, -77.0562176 -11.9916119, -77.0562603 -11.9915785, -77.0563191 -11.9915203, -77.056371 -11.9914745, -77.0564024 -11.9914539, -77.0564304 -11.9914414, -77.0564835 -11.9914192, -77.0565282 -11.9914035, -77.0568982 -11.9913321)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,False,37.673,"LINESTRING (-77.0512766 -11.9936074, -77.0511496 -11.9939226)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,True,21.123,"LINESTRING (-77.0512766 -11.9936074, -77.0513479 -11.9934307)",,N/A,,
118423721,False,2,Jirón Independencia,residential,,True,92.569,"LINESTRING (-77.0512766 -11.9936074, -77.0516083 -11.9937298, -77.0520739 -11.9938986)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,True,48.248,"LINESTRING (-77.0519296 -11.9943089, -77.0520739 -11.9938986)",,N/A,,
333482790,False,2,Faustino Sanchez Carrion,residential,,True,126.542,"LINESTRING (-77.0519296 -11.9943089, -77.0530056 -11.9947417)",,N/A,,
118423754,False,2,Jirón Kilometro 4,residential,,False,50.679,"LINESTRING (-77.0519296 -11.9943089, -77.0518352 -11.9945214, -77.0517542 -11.994731)",,N/A,,
333482790,False,2,Faustino Sanchez Carrion,residential,,False,97.64,"LINESTRING (-77.0519296 -11.9943089, -77.051424 -11.9941128, -77.051189 -11.9940031, -77.0511588 -11.993964, -77.0511496 -11.9939226)",,N/A,,
118423718,False,2,Avenida 1 de Mayo,residential,,False,47.644,"LINESTRING (-77.0503541 -11.9927277, -77.0502079 -11.9931316)",,N/A,,
118423718,False,2,Avenida 1 de Mayo,residential,,True,48.963,"LINESTRING (-77.0503541 -11.9927277, -77.0505291 -11.992322)",,N/A,,
118423748,False,2,Jirón Ricardo Palma,residential,,False,120.415,"LINESTRING (-77.0503541 -11.9927277, -77.0493195 -11.9923423)",,N/A,,
111960900,False,1,Jirón Jose de la Torre Ugarte,residential,,False,45.231,"LINESTRING (-77.0432256 -11.989963, -77.0433651 -11.9895798)",,N/A,,
111960900,False,1,Jirón Jose de la Torre Ugarte,residential,,True,49.354,"LINESTRING (-77.0432256 -11.989963, -77.0430563 -11.9903748)",,N/A,,
333483127,False,2,Amancaes,residential,,False,95.53,"LINESTRING (-77.0432256 -11.989963, -77.0424076 -11.9896502)",,N/A,,
333483127,False,2,Amancaes,residential,,True,94.19,"LINESTRING (-77.0432256 -11.989963, -77.0440297 -11.9902774)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,True,92.199,"LINESTRING (-77.0422688 -11.990068, -77.0430563 -11.9903748)",,N/A,,
118423771,False,1,José Bernardo Alcedo,residential,,False,44.865,"LINESTRING (-77.0422688 -11.990068, -77.0421184 -11.9904437)",,N/A,,
118423755,False,2,Los Niños Martires,residential,,False,111.607,"LINESTRING (-77.0422688 -11.990068, -77.0416692 -11.9898489, -77.0413098 -11.9897111)",,N/A,,
118423771,False,1,José Bernardo Alcedo,residential,,True,48.852,"LINESTRING (-77.0422688 -11.990068, -77.0423833 -11.9897301, -77.0424076 -11.9896502)",,N/A,,
111960900,False,1,Jirón Jose de la Torre Ugarte,residential,,True,45.231,"LINESTRING (-77.0433651 -11.9895798, -77.0432256 -11.989963)",,N/A,,
118423736,False,,3 de Noviembre,residential,,True,96.078,"LINESTRING (-77.0433651 -11.9895798, -77.0441789 -11.9899158)",,N/A,,
"[118423736, 118423771]",False,1,"['3 de Noviembre', 'José Bernardo Alcedo']",residential,,False,131.336,"LINESTRING (-77.0433651 -11.9895798, -77.0431564 -11.9894953, -77.0425853 -11.989354, -77.042546 -11.9893545, -77.0425144 -11.9893614, -77.0424883 -11.9893818, -77.0424693 -11.9894131, -77.04244 -11.9895129, -77.0424076 -11.9896502)",,N/A,,
118423739,False,2,Alfonso Ugarte,residential,,False,43.902,"LINESTRING (-77.0489442 -11.9904281, -77.0488084 -11.9907999)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,False,112.49600000000001,"LINESTRING (-77.0489442 -11.9904281, -77.0483873 -11.9902095, -77.0479819 -11.9900574)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,True,111.769,"LINESTRING (-77.0489442 -11.9904281, -77.0492447 -11.9905442, -77.0499 -11.9907972)",,N/A,,
"[118423739, 118423772]",False,2,"['El Progreso', 'Alfonso Ugarte']",residential,,True,298.274,"LINESTRING (-77.0489442 -11.9904281, -77.0490953 -11.9900781, -77.0491232 -11.9900135, -77.0491324 -11.9900008, -77.0491475 -11.989991, -77.0491635 -11.989984, -77.0491806 -11.9899778, -77.0491947 -11.9899724, -77.0492075 -11.9899669, -77.0492215 -11.9899612, -77.0492329 -11.9899563, -77.0492467 -11.9899494, -77.0492584 -11.9899428, -77.0492705 -11.9899347, -77.0492793 -11.9899269, -77.0492867 -11.9899164, -77.04929 -11.9899047, -77.0492897 -11.9898944, -77.0492862 -11.9898827, -77.0492795 -11.9898709, -77.0492713 -11.9898628, -77.0492606 -11.9898553, -77.0492496 -11.9898488, -77.0492283 -11.9898408, -77.0492008 -11.9898322, -77.0491394 -11.9898237, -77.0490418 -11.9898146, -77.0489514 -11.9898056, -77.0488621 -11.9898036, -77.0487759 -11.9898076, -77.0486934 -11.9898122, -77.0486303 -11.9898162, -77.0486095 -11.9898175, -77.0485109 -11.9898169, -77.0484394 -11.9898172, -77.0483801 -11.9898186, -77.0483356 -11.989816, -77.0482938 -11.989807, -77.0482586 -11.9897965, -77.0482198 -11.9897811, -77.0478113 -11.9895751, -77.0476461 -11.9894845, -77.0473604 -11.9893649)",,N/A,,
118423744,False,2,Avenida 17 de Noviembre,residential,,False,112.751,"LINESTRING (-77.0475423 -11.9911748, -77.0465721 -11.9908177)",,N/A,,
118423744,False,2,Avenida 17 de Noviembre,residential,,True,114.457,"LINESTRING (-77.0475423 -11.9911748, -77.048519 -11.9915579)",,N/A,,
118423760,False,,Jirón Francisco Bolognesi,residential,,False,49.827,"LINESTRING (-77.0475423 -11.9911748, -77.0473807 -11.9915941)",,N/A,,
118423760,False,,Jirón Francisco Bolognesi,residential,,True,45.135,"LINESTRING (-77.0475423 -11.9911748, -77.0476906 -11.9907957)",,N/A,,
118423718,False,2,Avenida 1 de Mayo,residential,,True,29.872,"LINESTRING (-77.0507054 -11.9918343, -77.0508003 -11.9915822)",,N/A,,
118423702,False,,Jirón Jose de San Martin,residential,,True,75.287,"LINESTRING (-77.0507054 -11.9918343, -77.0502228 -11.991663, -77.0500563 -11.9915993)",,N/A,,
118423718,False,2,Avenida 1 de Mayo,residential,,False,57.519999999999996,"LINESTRING (-77.0507054 -11.9918343, -77.0505369 -11.9923011, -77.0505291 -11.992322)",,N/A,,
162152501,False,2,Avenida Túpac Amaru,residential,,True,44.145,"LINESTRING (-77.0544855 -11.9933962, -77.0546305 -11.9930254)",,N/A,,
1138381133,False,2,Avenida Túpac Amaru,tertiary,,False,46.166,"LINESTRING (-77.0544855 -11.9933962, -77.0543274 -11.9937815)",,N/A,,
1138381134,True,2,Jirón Jose Marti,residential,,False,93.356,"LINESTRING (-77.0544855 -11.9933962, -77.0536894 -11.9930824)",,N/A,,
118423768,False,2,Los Incas,residential,,False,40.942,"LINESTRING (-77.0522206 -11.9912149, -77.0518725 -11.9910748)",,N/A,,
118423768,False,2,Los Incas,residential,,True,85.326,"LINESTRING (-77.0522206 -11.9912149, -77.0529517 -11.9914931)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,False,47.293,"LINESTRING (-77.0522206 -11.9912149, -77.0520717 -11.9916145)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,False,42.0,"LINESTRING (-77.0509729 -11.9933529, -77.0505939 -11.9932806)",,N/A,,
118423758,False,2,Avenida Las Americas,residential,,True,41.695,"LINESTRING (-77.0509729 -11.9933529, -77.0513479 -11.9934307)",,N/A,,
426830880,False,2,Avenida Los Delegados,residential,,True,88.968,"LINESTRING (-77.0509729 -11.9933529, -77.0512581 -11.992603)",,N/A,,
1092698550,False,2,Avenida Los Delegados,residential,,False,63.586,"LINESTRING (-77.0509729 -11.9933529, -77.0507651 -11.9938874)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,False,41.632,"LINESTRING (-77.0520717 -11.9916145, -77.0517131 -11.9914836)",,N/A,,
118423705,False,2,Cesar Vallejo,residential,,True,93.876,"LINESTRING (-77.0520717 -11.9916145, -77.05287 -11.9919354)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,False,45.302,"LINESTRING (-77.0520717 -11.9916145, -77.0519269 -11.9919965)",,N/A,,
426830879,False,2,Avenida Los Amautas,residential,,True,47.293,"LINESTRING (-77.0520717 -11.9916145, -77.0522206 -11.9912149)",,N/A,,
118423700,False,2,Calle El Pueblo,residential,,True,57.49,"LINESTRING (-77.0530107 -11.995612, -77.0534941 -11.9958211)",,N/A,,
