osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,ref,bridge,junction
118291962,False,,Huatanay,residential,,False,34.857,"LINESTRING (-77.0515746 -11.9825219, -77.0514267 -11.9824841, -77.0512667 -11.9824353)",,N/A,,
118291896,False,,Jirón Colquepata,residential,,False,50.789,"LINESTRING (-77.0464205 -11.9829545, -77.046284 -11.9833913)",,N/A,,
118291896,False,,Jirón Colquepata,residential,,True,51.049,"LINESTRING (-77.0464205 -11.9829545, -77.0465575 -11.9825154)",,N/A,,
118291928,False,,Huana Cusco,residential,,True,103.626,"LINESTRING (-77.0464205 -11.9829545, -77.0455057 -11.9826943)",,N/A,,
118291961,False,,Jirón Cahuide,residential,,False,32.083,"LINESTRING (-77.0531344 -11.9826275, -77.0530547 -11.9829053)",,N/A,,
118291972,True,,Avenida Huanacaure,secondary,40,False,200.74099999999999,"LINESTRING (-77.0531344 -11.9826275, -77.0519619 -11.9823071, -77.051358 -11.9821381)",,N/A,,
118300500,True,,Avenida Chinchaysuyo,secondary,40,False,48.912,"LINESTRING (-77.0496013 -11.977425, -77.050033 -11.9775481)",,N/A,,
118300462,False,,Calle 10,residential,,True,205.422,"LINESTRING (-77.0496013 -11.977425, -77.0496458 -11.9772652, -77.0500853 -11.9756393)",,N/A,,
118291892,False,,Colquepata,residential,,False,181.42,"LINESTRING (-77.0468436 -11.979834, -77.0473056 -11.9782663)",,N/A,,
118291905,False,,Jirón Ollantaytambo,residential,,False,53.643,"LINESTRING (-77.0468436 -11.979834, -77.0463684 -11.979705)",,N/A,,
118291905,False,,Jirón Ollantaytambo,residential,,True,47.429,"LINESTRING (-77.0468436 -11.979834, -77.0472622 -11.9799534)",,N/A,,
118291900,False,,Jirón Calca,residential,,False,182.519,"LINESTRING (-77.0484444 -11.9795405, -77.0480178 -11.981128)",,N/A,,
118291942,False,,Jirón Ollantaytambo,residential,,False,50.189,"LINESTRING (-77.0484444 -11.9795405, -77.048888 -11.9796647)",,N/A,,
118291942,False,,Jirón Ollantaytambo,residential,,True,49.862,"LINESTRING (-77.0484444 -11.9795405, -77.0480037 -11.9794171)",,N/A,,
118291909,False,,Jirón Ollantaytambo,residential,,False,52.362,"LINESTRING (-77.0513192 -11.981099, -77.0517812 -11.9812313)",,N/A,,
118291909,False,,Jirón Ollantaytambo,residential,,True,57.059,"LINESTRING (-77.0513192 -11.981099, -77.0508158 -11.9809547)",,N/A,,
118291973,False,,Jirón Inca Urco,residential,,True,80.838,"LINESTRING (-77.0513192 -11.981099, -77.0514255 -11.9807384, -77.0515252 -11.9804005)",,N/A,,
118291904,False,,Jirón Inca Yupanqui,residential,,True,63.853,"LINESTRING (-77.0504142 -11.9785309, -77.0503782 -11.9785555, -77.0503585 -11.9785617, -77.0503355 -11.9785619, -77.0498529 -11.9784362)",,N/A,,
118291970,False,2,Jirón Huamachuco,residential,,False,69.555,"LINESTRING (-77.0504142 -11.9785309, -77.0504787 -11.978621, -77.0504981 -11.9786652, -77.0504992 -11.9787226, -77.050385 -11.9791171)",,N/A,,
118291970,False,2,Jirón Huamachuco,residential,,True,83.014,"LINESTRING (-77.0504142 -11.9785309, -77.0504115 -11.9784468, -77.0504494 -11.978331, -77.0506179 -11.9778159)",,N/A,,
673051750,False,,Avenida Antisuyo,secondary,40,False,18.132,"LINESTRING (-77.0471415 -11.977675, -77.0469799 -11.977635)",,N/A,,
673051751,True,,Avenida Antisuyo,secondary,40,False,89.67,"LINESTRING (-77.0471415 -11.977675, -77.0473554 -11.9768962)",,N/A,,
118291924,False,,Jirón Ollantaytambo,residential,,False,16.754,"LINESTRING (-77.0493364 -11.9805409, -77.0494845 -11.9805823)",,N/A,,
118291924,False,,Jirón Ollantaytambo,residential,,True,6.978,"LINESTRING (-77.0493364 -11.9805409, -77.0492747 -11.9805237)",,N/A,,
118291919,True,,Jirón Pisac,residential,,False,103.54899999999999,"LINESTRING (-77.0493364 -11.9805409, -77.0493069 -11.9805591, -77.0492846 -11.980585, -77.0490634 -11.9814207)",,N/A,,
118291909,False,,Jirón Ollantaytambo,residential,,True,49.644,"LINESTRING (-77.0522192 -11.9813568, -77.0517812 -11.9812313)",,N/A,,
118291949,False,,Andamarca,residential,,False,49.652,"LINESTRING (-77.0522192 -11.9813568, -77.0520908 -11.9817853)",,N/A,,
118291949,False,,Andamarca,residential,,True,72.611,"LINESTRING (-77.0522192 -11.9813568, -77.0524071 -11.9807302)",,N/A,,
118291922,False,,Jirón Ollantaytambo,residential,,True,57.409,"LINESTRING (-77.0515252 -11.9804005, -77.0510173 -11.9802601)",,N/A,,
118291973,False,,Jirón Inca Urco,residential,,True,50.607,"LINESTRING (-77.0515252 -11.9804005, -77.0516541 -11.9799632)",,N/A,,
118291973,False,,Jirón Inca Urco,residential,,False,80.838,"LINESTRING (-77.0515252 -11.9804005, -77.0514255 -11.9807384, -77.0513192 -11.981099)",,N/A,,
118291916,True,,Avenida Huanacaure,secondary,40,False,7.214,"LINESTRING (-77.0489998 -11.9814023, -77.0490634 -11.9814207)",,N/A,,
118291938,True,,Jirón Pisac,residential,,False,103.8,"LINESTRING (-77.0489998 -11.9814023, -77.0490737 -11.9811158, -77.0492133 -11.9805741, -77.0492417 -11.9805428, -77.0492747 -11.9805237)",,N/A,,
118291909,False,,Jirón Ollantaytambo,residential,,False,49.644,"LINESTRING (-77.0517812 -11.9812313, -77.0522192 -11.9813568)",,N/A,,
118291909,False,,Jirón Ollantaytambo,residential,,True,52.362,"LINESTRING (-77.0517812 -11.9812313, -77.0513192 -11.981099)",,N/A,,
118291981,False,2,Jirón Pacaritambo,residential,,True,49.85,"LINESTRING (-77.0517812 -11.9812313, -77.0516478 -11.9816602)",,N/A,,
118291981,False,2,Jirón Pacaritambo,residential,,False,184.284,"LINESTRING (-77.0517812 -11.9812313, -77.052211 -11.9797203, -77.0522578 -11.9796441)",,N/A,,
118291965,False,,Jirón Antisuyo,residential,,False,39.988,"LINESTRING (-77.0452638 -11.983182, -77.0451563 -11.9835259)",,N/A,,
118291903,False,,Jirón Huarocondo,residential,,False,6.792,"LINESTRING (-77.0452638 -11.983182, -77.0452967 -11.9831439, -77.0453044 -11.9831356)",,N/A,,
"[118408794, 426830895]",False,,"['Jirón Canchis', 'Jirón Huarocondo']",residential,,False,155.692,"LINESTRING (-77.0452638 -11.983182, -77.04445 -11.9829547, -77.0444156 -11.9829328, -77.0444005 -11.9828963, -77.0445225 -11.9824182)",,N/A,,
118291981,False,2,Jirón Pacaritambo,residential,,False,10.807,"LINESTRING (-77.0526252 -11.9783784, -77.0526523 -11.9782849)",,N/A,,
118291981,False,2,Jirón Pacaritambo,residential,,True,146.303,"LINESTRING (-77.0526252 -11.9783784, -77.052577 -11.9785443, -77.0524025 -11.9791454, -77.0522578 -11.9796441)",,N/A,,
331561458,True,,Avenida Chinchaysuyo,secondary,40,False,71.68,"LINESTRING (-77.0526252 -11.9783784, -77.0525335 -11.9783527, -77.0521462 -11.9782442, -77.0519917 -11.9782009)",,N/A,,
118291944,False,,,residential,,True,79.334,"LINESTRING (-77.0463852 -11.9813925, -77.0465916 -11.9807082)",,N/A,,
118291951,False,,Jirón Tinta,residential,,False,51.942,"LINESTRING (-77.0463852 -11.9813925, -77.0468454 -11.9815172)",,N/A,,
118291951,False,,Jirón Tinta,residential,,True,52.284,"LINESTRING (-77.0463852 -11.9813925, -77.045923 -11.9812634)",,N/A,,
118291941,False,,Jirón Quipaypampa,residential,,True,50.88,"LINESTRING (-77.0477291 -11.9783837, -77.0476 -11.9788235)",,N/A,,
118291983,False,,Sacsayhuaman,residential,,False,38.883,"LINESTRING (-77.0477291 -11.9783837, -77.0480723 -11.9784815)",,N/A,,
118291983,False,,Sacsayhuaman,residential,,True,47.88,"LINESTRING (-77.0477291 -11.9783837, -77.0473056 -11.9782663)",,N/A,,
118291905,False,,Jirón Ollantaytambo,residential,,True,53.643,"LINESTRING (-77.0463684 -11.979705, -77.0468436 -11.979834)",,N/A,,
327339754,True,,Avenida Antisuyo,secondary,40,False,50.403,"LINESTRING (-77.0463684 -11.979705, -77.0462413 -11.9801409)",,N/A,,
118291957,False,,,residential,,True,34.507,"LINESTRING (-77.0512667 -11.9824353, -77.051358 -11.9821381)",,N/A,,
"[118291962, 118291931]",False,,Huatanay,residential,,False,132.061,"LINESTRING (-77.0512667 -11.9824353, -77.0503934 -11.9821783, -77.0503854 -11.9821677, -77.0503834 -11.9821547, -77.0504651 -11.9818976)",,N/A,,
118291962,False,,Huatanay,residential,,True,34.857,"LINESTRING (-77.0512667 -11.9824353, -77.0514267 -11.9824841, -77.0515746 -11.9825219)",,N/A,,
118291964,False,,Jirón Inca Yupanqui,residential,,True,69.717,"LINESTRING (-77.0476126 -11.9778038, -77.0476259 -11.9778265, -77.0476338 -11.9778374, -77.0476475 -11.9778438, -77.0482074 -11.9780108)",,N/A,,
118291967,True,,Avenida Antisuyo,secondary,40,False,53.435,"LINESTRING (-77.0476126 -11.9778038, -77.0475882 -11.9778067, -77.0475604 -11.9778011, -77.0471415 -11.977675)",,N/A,,
118291893,False,,Jirón Inca Roca,residential,,False,108.481,"LINESTRING (-77.0506897 -11.9813893, -77.0516478 -11.9816602)",,N/A,,
118291956,False,,Jirón Inca Urco,residential,,False,53.157,"LINESTRING (-77.0506897 -11.9813893, -77.0505563 -11.9818492)",,N/A,,
118291956,False,,Jirón Inca Urco,residential,,True,50.234,"LINESTRING (-77.0506897 -11.9813893, -77.0508158 -11.9809547)",,N/A,,
326158626,True,,Avenida Coricancha,secondary,,False,10.433,"LINESTRING (-77.0456875 -11.9816979, -77.0457792 -11.9817254)",,N/A,,
798532083,True,,Avenida Antisuyo,secondary,40,False,52.807,"LINESTRING (-77.0456875 -11.9816979, -77.0458181 -11.9812405)",,N/A,,
118291983,False,,Sacsayhuaman,residential,,False,55.59,"LINESTRING (-77.0468149 -11.9781266, -77.0473056 -11.9782663)",,N/A,,
327339754,True,,Avenida Antisuyo,secondary,40,False,182.106,"LINESTRING (-77.0468149 -11.9781266, -77.0463684 -11.979705)",,N/A,,
118291945,False,,Jirón Quipaypampa,residential,,True,35.565,"LINESTRING (-77.0482977 -11.9777034, -77.0482074 -11.9780108)",,N/A,,
118291947,False,,Jirón Inca Yupanqui,residential,,False,50.803999999999995,"LINESTRING (-77.0482977 -11.9777034, -77.0483684 -11.9777386, -77.0487394 -11.9778488)",,N/A,,
118291947,False,,Jirón Inca Yupanqui,residential,,True,68.984,"LINESTRING (-77.0482977 -11.9777034, -77.0482844 -11.9776856, -77.0482724 -11.9776733, -77.0482574 -11.9776646, -77.0477003 -11.9775183)",,N/A,,
118291939,False,,Jirón Quipaypampa,residential,,True,77.21,"LINESTRING (-77.0480064 -11.9816902, -77.0478185 -11.9823598)",,N/A,,
118291963,False,,Huatanay,residential,,False,54.601,"LINESTRING (-77.0480064 -11.9816902, -77.048489 -11.9818253)",,N/A,,
118291963,False,,Huatanay,residential,,True,69.433,"LINESTRING (-77.0480064 -11.9816902, -77.0473927 -11.9815184)",,N/A,,
118291925,False,,Jirón Rio Sapi,residential,,True,20.875,"LINESTRING (-77.0489675 -11.9787277, -77.0490206 -11.9785473)",,N/A,,
118291983,False,,Sacsayhuaman,residential,,False,59.445,"LINESTRING (-77.0489675 -11.9787277, -77.0494936 -11.9788724)",,N/A,,
118291983,False,,Sacsayhuaman,residential,,True,50.868,"LINESTRING (-77.0489675 -11.9787277, -77.0485173 -11.9786039)",,N/A,,
118291928,False,,Huana Cusco,residential,,False,103.626,"LINESTRING (-77.0455057 -11.9826943, -77.0464205 -11.9829545)",,N/A,,
321058383,True,,Avenida Antisuyo,residential,,False,50.239,"LINESTRING (-77.0455057 -11.9826943, -77.0454048 -11.983073, -77.0453888 -11.9831314)",,N/A,,
118291893,False,,Jirón Inca Roca,residential,,False,50.154,"LINESTRING (-77.0516478 -11.9816602, -77.0520908 -11.9817853)",,N/A,,
118291893,False,,Jirón Inca Roca,residential,,True,108.481,"LINESTRING (-77.0516478 -11.9816602, -77.0506897 -11.9813893)",,N/A,,
118291981,False,2,Jirón Pacaritambo,residential,,False,49.85,"LINESTRING (-77.0516478 -11.9816602, -77.0517812 -11.9812313)",,N/A,,
321058379,True,,Avenida Coricancha,secondary,,False,10.267,"LINESTRING (-77.0457599 -11.9817856, -77.0456693 -11.9817597)",,N/A,,
321058383,True,,Avenida Antisuyo,residential,,False,54.047,"LINESTRING (-77.0457599 -11.9817856, -77.0456283 -11.9822543)",,N/A,,
166391969,True,,Avenida Indoamerica,secondary,40,False,81.879,"LINESTRING (-77.0536289 -11.9826786, -77.0538296 -11.9819689)",,N/A,,
118291950,False,,Jirón Antisuyo,residential,,False,23.496,"LINESTRING (-77.0457903 -11.9834801, -77.04573 -11.983683)",,N/A,,
118291950,False,,Jirón Antisuyo,residential,,True,25.129,"LINESTRING (-77.0457903 -11.9834801, -77.0458489 -11.9832615)",,N/A,,
"[118291896, 426830883]",False,,"['Colquepata', 'Jirón Colquepata']",residential,,True,69.001,"LINESTRING (-77.0457903 -11.9834801, -77.0461557 -11.9835805, -77.046186 -11.9835809, -77.0462069 -11.9835722, -77.0462187 -11.9835605, -77.0462451 -11.983483, -77.046284 -11.9833913)",,N/A,,
118291914,False,,Jirón Huanacaure,residential,,False,52.844,"LINESTRING (-77.0461246 -11.9805772, -77.0465916 -11.9807082)",,N/A,,
327339754,True,,Avenida Antisuyo,secondary,40,False,79.391,"LINESTRING (-77.0461246 -11.9805772, -77.045923 -11.9812634)",,N/A,,
118291949,False,,Andamarca,residential,,False,72.611,"LINESTRING (-77.0524071 -11.9807302, -77.0522192 -11.9813568)",,N/A,,
118276345,False,,Paracas,residential,,False,52.349999999999994,"LINESTRING (-77.0524071 -11.9807302, -77.0524533 -11.9807424, -77.0527637 -11.9808242, -77.0528718 -11.9808527)",,N/A,,
"[118291949, 118291983]",False,,"['Andamarca', 'Sacsayhuaman']",residential,,True,155.11200000000002,"LINESTRING (-77.0524071 -11.9807302, -77.052666 -11.9798525, -77.0526588 -11.9798053, -77.0526278 -11.9797632, -77.052575 -11.9797369, -77.0522578 -11.9796441)",,N/A,,
118291958,False,,Jirón Rio Sapi,residential,,True,80.091,"LINESTRING (-77.048489 -11.9818253, -77.0482923 -11.9825194)",,N/A,,
118291963,False,,Huatanay,residential,,False,47.892,"LINESTRING (-77.048489 -11.9818253, -77.0489123 -11.9819438)",,N/A,,
118291963,False,,Huatanay,residential,,True,54.601,"LINESTRING (-77.048489 -11.9818253, -77.0480064 -11.9816902)",,N/A,,
118291916,True,,Avenida Huanacaure,secondary,40,False,63.163,"LINESTRING (-77.0484408 -11.9812485, -77.0489998 -11.9814023)",,N/A,,
118291929,False,,Jirón Rio Sapi,residential,,True,103.007,"LINESTRING (-77.0484408 -11.9812485, -77.0486996 -11.9803574)",,N/A,,
118291904,False,,Jirón Inca Yupanqui,residential,,False,82.953,"LINESTRING (-77.0491192 -11.9782327, -77.0498529 -11.9784362)",,N/A,,
118291925,False,,Jirón Rio Sapi,residential,,False,36.589,"LINESTRING (-77.0491192 -11.9782327, -77.0490206 -11.9785473)",,N/A,,
118291925,False,,Jirón Rio Sapi,residential,,True,29.098,"LINESTRING (-77.0491192 -11.9782327, -77.0491913 -11.9779807)",,N/A,,
118291975,False,,Jirón Rio Sapi,residential,,False,51.829,"LINESTRING (-77.0494936 -11.9788724, -77.0493646 -11.9793211)",,N/A,,
118291983,False,,Sacsayhuaman,residential,,False,50.183,"LINESTRING (-77.0494936 -11.9788724, -77.0499378 -11.9789943)",,N/A,,
118291983,False,,Sacsayhuaman,residential,,True,59.445,"LINESTRING (-77.0494936 -11.9788724, -77.0489675 -11.9787277)",,N/A,,
118291918,False,,Huana Cusco,residential,,True,129.521,"LINESTRING (-77.048019 -11.9834105, -77.0468755 -11.9830856)",,N/A,,
118291958,False,,Jirón Rio Sapi,residential,,False,51.79,"LINESTRING (-77.048019 -11.9834105, -77.0481599 -11.9829656)",,N/A,,
118291958,False,,Jirón Rio Sapi,residential,,True,26.548,"LINESTRING (-77.048019 -11.9834105, -77.0479539 -11.9836406)",,N/A,,
326158626,True,,Avenida Coricancha,secondary,,False,103.666,"LINESTRING (-77.0457792 -11.9817254, -77.0466955 -11.9819818)",,N/A,,
327339754,True,,Avenida Antisuyo,secondary,40,False,7.015,"LINESTRING (-77.0457792 -11.9817254, -77.0457599 -11.9817856)",,N/A,,
118291960,False,,Jirón Huarocondo,residential,,False,33.684,"LINESTRING (-77.0451563 -11.9835259, -77.0454545 -11.9836076)",,N/A,,
118291965,False,,Jirón Antisuyo,residential,,True,39.988,"LINESTRING (-77.0451563 -11.9835259, -77.0452638 -11.983182)",,N/A,,
118291965,False,,Jirón Antisuyo,residential,,False,131.78799999999998,"LINESTRING (-77.0451563 -11.9835259, -77.0449691 -11.9840786, -77.0449565 -11.9841404, -77.0449473 -11.9841941, -77.0449466 -11.9842525, -77.0449521 -11.9843023, -77.0449706 -11.9843666, -77.044985 -11.9844225, -77.0450091 -11.9844818, -77.0450422 -11.9845215, -77.0450855 -11.9845392, -77.0451508 -11.984555, -77.0451764 -11.9845612)",,N/A,,
118291930,True,,Jirón Quipaypampa,secondary,40,False,119.386,"LINESTRING (-77.0471481 -11.982082, -77.0474462 -11.9810487)",,N/A,,
118291905,False,,Jirón Ollantaytambo,residential,,False,51.11,"LINESTRING (-77.0477148 -11.9800769, -77.0472622 -11.9799534)",,N/A,,
118291923,True,,Jirón Quipaypampa,residential,,False,79.186,"LINESTRING (-77.0477148 -11.9800769, -77.0479124 -11.9793915)",,N/A,,
118291899,False,,Jirón Tamputoco,residential,,True,47.019,"LINESTRING (-77.0482923 -11.9825194, -77.0487038 -11.9826489)",,N/A,,
118291958,False,,Jirón Rio Sapi,residential,,False,80.091,"LINESTRING (-77.0482923 -11.9825194, -77.048489 -11.9818253)",,N/A,,
118291958,False,,Jirón Rio Sapi,residential,,True,51.663,"LINESTRING (-77.0482923 -11.9825194, -77.0481599 -11.9829656)",,N/A,,
118291942,False,,Jirón Ollantaytambo,residential,,True,39.558,"LINESTRING (-77.0492376 -11.9797627, -77.048888 -11.9796647)",,N/A,,
118291975,False,,Jirón Rio Sapi,residential,,False,80.246,"LINESTRING (-77.0492376 -11.9797627, -77.0490378 -11.9804574)",,N/A,,
118291975,False,,Jirón Rio Sapi,residential,,True,51.01,"LINESTRING (-77.0492376 -11.9797627, -77.0493646 -11.9793211)",,N/A,,
118291942,False,,Jirón Ollantaytambo,residential,,False,10.331,"LINESTRING (-77.0479124 -11.9793915, -77.0480037 -11.9794171)",,N/A,,
118291942,False,,Jirón Ollantaytambo,residential,,True,50.234,"LINESTRING (-77.0479124 -11.9793915, -77.0474684 -11.9792672)",,N/A,,
118291947,False,,Jirón Inca Yupanqui,residential,,False,68.98400000000001,"LINESTRING (-77.0477003 -11.9775183, -77.0482574 -11.9776646, -77.0482724 -11.9776733, -77.0482844 -11.9776856, -77.0482977 -11.9777034)",,N/A,,
426830877,True,,Avenida Antisuyo,secondary,40,False,33.672,"LINESTRING (-77.0477003 -11.9775183, -77.0476412 -11.9777693, -77.0476291 -11.9777907, -77.0476126 -11.9778038)",,N/A,,
118291922,False,,Jirón Ollantaytambo,residential,,False,49.171,"LINESTRING (-77.0501266 -11.9800138, -77.0505616 -11.9801341)",,N/A,,
118291970,False,2,Jirón Huamachuco,residential,,False,80.313,"LINESTRING (-77.0501266 -11.9800138, -77.0499217 -11.9807077)",,N/A,,
118291970,False,2,Jirón Huamachuco,residential,,True,51.062,"LINESTRING (-77.0501266 -11.9800138, -77.0502539 -11.9795718)",,N/A,,
118291906,False,,Jirón Cahuide,residential,,False,53.373,"LINESTRING (-77.0531511 -11.9825666, -77.0532842 -11.9821046)",,N/A,,
118291916,True,,Avenida Huanacaure,secondary,40,False,53.52700000000001,"LINESTRING (-77.0531511 -11.9825666, -77.0535748 -11.982671, -77.0536073 -11.9826792, -77.0536289 -11.9826786)",,N/A,,
118291945,False,,Jirón Quipaypampa,residential,,False,33.528,"LINESTRING (-77.0481241 -11.9783011, -77.0482074 -11.9780108)",,N/A,,
118291945,False,,Jirón Quipaypampa,residential,,True,20.836,"LINESTRING (-77.0481241 -11.9783011, -77.0480723 -11.9784815)",,N/A,,
118291954,False,,Avenida Sacsayhuaman,residential,,True,50.319,"LINESTRING (-77.0481241 -11.9783011, -77.0485685 -11.9784268)",,N/A,,
118291896,False,,Jirón Colquepata,residential,,False,8.027,"LINESTRING (-77.0466955 -11.9819818, -77.0466716 -11.9820501)",,N/A,,
118291896,False,,Jirón Colquepata,residential,,True,54.173,"LINESTRING (-77.0466955 -11.9819818, -77.0468454 -11.9815172)",,N/A,,
326158626,True,,Avenida Coricancha,secondary,,False,50.962,"LINESTRING (-77.0466955 -11.9819818, -77.0470617 -11.9820863, -77.0471003 -11.9820891, -77.0471481 -11.982082)",,N/A,,
118291972,True,,Avenida Huanacaure,secondary,40,False,92.616,"LINESTRING (-77.0504651 -11.9818976, -77.0496479 -11.9816637)",,N/A,,
"[118291962, 118291931]",False,,Huatanay,residential,,True,132.061,"LINESTRING (-77.0504651 -11.9818976, -77.0503834 -11.9821547, -77.0503854 -11.9821677, -77.0503934 -11.9821783, -77.0512667 -11.9824353)",,N/A,,
118291924,False,,Jirón Ollantaytambo,residential,,False,49.558,"LINESTRING (-77.0494845 -11.9805823, -77.0499217 -11.9807077)",,N/A,,
118291924,False,,Jirón Ollantaytambo,residential,,True,16.754,"LINESTRING (-77.0494845 -11.9805823, -77.0493364 -11.9805409)",,N/A,,
118291971,False,,Turibamba,residential,,True,183.333,"LINESTRING (-77.0494845 -11.9805823, -77.0499378 -11.9789943)",,N/A,,
118291896,False,,Jirón Colquepata,residential,,False,53.207,"LINESTRING (-77.0466716 -11.9820501, -77.0465575 -11.9825154)",,N/A,,
118291896,False,,Jirón Colquepata,residential,,True,8.027,"LINESTRING (-77.0466716 -11.9820501, -77.0466955 -11.9819818)",,N/A,,
321058379,True,,Avenida Coricancha,secondary,,False,103.437,"LINESTRING (-77.0466716 -11.9820501, -77.0457599 -11.9817856)",,N/A,,
118291913,True,,Avenida Antisuyo,residential,,False,104.063,"LINESTRING (-77.045418 -11.9826627, -77.0456693 -11.9817597)",,N/A,,
118408707,False,,Hanan Cusco,residential,,False,49.702,"LINESTRING (-77.045418 -11.9826627, -77.0449777 -11.9825432)",,N/A,,
118291916,True,,Avenida Huanacaure,secondary,40,False,134.998,"LINESTRING (-77.0519562 -11.9822384, -77.0531511 -11.9825666)",,N/A,,
118291949,False,,Andamarca,residential,,True,52.467,"LINESTRING (-77.0519562 -11.9822384, -77.0520908 -11.9817853)",,N/A,,
118291937,False,,Calca,residential,,False,20.465,"LINESTRING (-77.0485685 -11.9784268, -77.0485173 -11.9786039)",,N/A,,
118291937,False,,Calca,residential,,True,66.905,"LINESTRING (-77.0485685 -11.9784268, -77.0487394 -11.9778488)",,N/A,,
118291954,False,,Avenida Sacsayhuaman,residential,,False,50.319,"LINESTRING (-77.0485685 -11.9784268, -77.0481241 -11.9783011)",,N/A,,
118291954,False,,Avenida Sacsayhuaman,residential,,True,50.969,"LINESTRING (-77.0485685 -11.9784268, -77.0490206 -11.9785473)",,N/A,,
118291914,False,,Jirón Huanacaure,residential,,False,50.16,"LINESTRING (-77.0465916 -11.9807082, -77.0470359 -11.980829)",,N/A,,
118291914,False,,Jirón Huanacaure,residential,,True,52.844,"LINESTRING (-77.0465916 -11.9807082, -77.0461246 -11.9805772)",,N/A,,
118291944,False,,,residential,,False,79.334,"LINESTRING (-77.0465916 -11.9807082, -77.0463852 -11.9813925)",,N/A,,
118291941,False,,Jirón Quipaypampa,residential,,False,50.88,"LINESTRING (-77.0476 -11.9788235, -77.0477291 -11.9783837)",,N/A,,
118291941,False,,Jirón Quipaypampa,residential,,True,51.372,"LINESTRING (-77.0476 -11.9788235, -77.0474684 -11.9792672)",,N/A,,
118291948,False,,Jirón Paucartambo,residential,,False,199.758,"LINESTRING (-77.0476 -11.9788235, -77.0493646 -11.9793211)",,N/A,,
118291893,False,,Jirón Inca Roca,residential,,False,80.031,"LINESTRING (-77.0525753 -11.9819119, -77.0532842 -11.9821046)",,N/A,,
118291893,False,,Jirón Inca Roca,residential,,True,54.548,"LINESTRING (-77.0525753 -11.9819119, -77.0520908 -11.9817853)",,N/A,,
118291908,False,,San Pedro,residential,,False,31.139,"LINESTRING (-77.0525753 -11.9819119, -77.0526509 -11.9816418)",,N/A,,
118291901,False,,Jirón Pisac,residential,,True,77.924,"LINESTRING (-77.0483939 -11.9837605, -77.0485846 -11.983085)",,N/A,,
118291903,False,,Jirón Huarocondo,residential,,True,49.682,"LINESTRING (-77.0483939 -11.9837605, -77.0479539 -11.9836406)",,N/A,,
"[118291901, 118291958]",False,,"['Jirón Pisac', 'Jirón Rio Sapi']",residential,,False,122.283,"LINESTRING (-77.0483939 -11.9837605, -77.0482799 -11.9841591, -77.0482516 -11.9841816, -77.0482216 -11.9841856, -77.048188 -11.9841776, -77.048163 -11.9841543, -77.0479539 -11.9836406)",,N/A,,
118291929,False,,Jirón Rio Sapi,residential,,False,79.704,"LINESTRING (-77.048888 -11.9796647, -77.0486996 -11.9803574)",,N/A,,
118291942,False,,Jirón Ollantaytambo,residential,,False,39.558,"LINESTRING (-77.048888 -11.9796647, -77.0492376 -11.9797627)",,N/A,,
118291942,False,,Jirón Ollantaytambo,residential,,True,50.189,"LINESTRING (-77.048888 -11.9796647, -77.0484444 -11.9795405)",,N/A,,
118291896,False,,Jirón Colquepata,residential,,True,50.789,"LINESTRING (-77.046284 -11.9833913, -77.0464205 -11.9829545)",,N/A,,
118291903,False,,Jirón Huarocondo,residential,,True,49.479,"LINESTRING (-77.046284 -11.9833913, -77.0458489 -11.9832615)",,N/A,,
"[118291896, 426830883]",False,,"['Colquepata', 'Jirón Colquepata']",residential,,False,69.001,"LINESTRING (-77.046284 -11.9833913, -77.0462451 -11.983483, -77.0462187 -11.9835605, -77.0462069 -11.9835722, -77.046186 -11.9835809, -77.0461557 -11.9835805, -77.0457903 -11.9834801)",,N/A,,
118291903,False,,Jirón Huarocondo,residential,,False,48.502,"LINESTRING (-77.046284 -11.9833913, -77.046683 -11.9835029, -77.0467137 -11.9835065)",,N/A,,
118291910,False,,Jirón Tamputoco,residential,,False,77.747,"LINESTRING (-77.0476858 -11.9828324, -77.0469988 -11.9826394)",,N/A,,
118291910,False,,Jirón Tamputoco,residential,,True,53.654,"LINESTRING (-77.0476858 -11.9828324, -77.0481599 -11.9829656)",,N/A,,
118291939,False,,Jirón Quipaypampa,residential,,False,54.497,"LINESTRING (-77.0476858 -11.9828324, -77.0478185 -11.9823598)",,N/A,,
118291924,False,,Jirón Ollantaytambo,residential,,False,6.978,"LINESTRING (-77.0492747 -11.9805237, -77.0493364 -11.9805409)",,N/A,,
118291924,False,,Jirón Ollantaytambo,residential,,True,26.802,"LINESTRING (-77.0492747 -11.9805237, -77.0490378 -11.9804574)",,N/A,,
118291910,False,,Jirón Tamputoco,residential,,True,105.159,"LINESTRING (-77.0456283 -11.9822543, -77.0465575 -11.9825154)",,N/A,,
321058383,True,,Avenida Antisuyo,residential,,False,50.711,"LINESTRING (-77.0456283 -11.9822543, -77.0455057 -11.9826943)",,N/A,,
118291905,False,,Jirón Ollantaytambo,residential,,False,47.429,"LINESTRING (-77.0472622 -11.9799534, -77.0468436 -11.979834)",,N/A,,
118291905,False,,Jirón Ollantaytambo,residential,,True,51.11,"LINESTRING (-77.0472622 -11.9799534, -77.0477148 -11.9800769)",,N/A,,
118291941,False,,Jirón Quipaypampa,residential,,False,79.53,"LINESTRING (-77.0472622 -11.9799534, -77.0474684 -11.9792672)",,N/A,,
